index,date of death,name,age,bio,cause of death,Unnamed: 5,Unnamed: 6
1594,2016-03-18,Barry Hines,76,English author (A Kestrel for a Knave), Alzheimer's disease,,
1595,2016-03-18,Lothar Späth,78,"German politician, Minister President of Baden-Württemberg (1978–1991)", Alzheimer's disease,,
1596,2016-03-18,Cherylene Lee,60,American actress (Donovan's Reef), breast cancer,,
1597,2016-03-18,Kong Jaw-sheng,60,"Taiwanese bank executive, chairman of the FSC (2004–2006)", heart attack,,
1598,2016-03-18,Joe Santos,84,"American actor (The Rockford Files, The Sopranos, The Last Boy Scout)", heart attack,,
1599,2016-03-18,Guido Westerwelle,54,"German politician, Minister for Foreign Affairs (2009–2013) and Vice-Chancellor (2009–2011)", leukemia,,
1600,2016-03-18,David Egan,61,American musician, lung cancer,,
1601,2016-03-18,Murray Newman,92,"American-born Canadian curator and zoologist, founding director of the Vancouver Aquarium (1955–1993)", stroke,,
1602,2016-03-18,Adnan Abu Hassan,57,Malaysian composer," stroke, diabetes and kidney failure",,
1603,2016-03-18,Tray Walker,23,American football player (Baltimore Ravens),dirt bike collision,,
1604,2016-03-18,Fred Richards,88,American baseball player (Chicago Cubs).,,,
1605,2016-03-18,Harold Zisla,90,American painter.,,,
1606,2016-03-18,Șerban Iliescu,60,Romanian linguist and journalist.,,,
1607,2016-03-18,John Urry,69,British sociologist.,,,
1608,2016-03-18,Les Tanyuk,77,"Ukrainian theatre and film director and politician, MP (1990–2007)",,,
1609,2016-03-18,José Carlos Avellar,79,Brazilian film critic (Jornal do Brasil).,,,
1610,2016-03-18,Jan Němec,79,Czech film director (A Report on the Party and the Guests) and screenwriter.,,,
1611,2016-03-18,Allan Rocher,80,"Australian politician, Senator (1977–1981) and MP (1981–1998), Consul-General in Los Angeles.",,,
1612,2016-03-18,Miguel Hernández Agosto,88,"Puerto Rican politician, President of the Senate (1981–1992)",,,
1613,2016-03-18,Charlie Davis,89,American baseball player (Memphis Red Sox).,,,
1614,2016-03-18,Ned Miller,90,American country singer-songwriter.,,,
1615,2016-03-19,Martha Ehlin,38,Swedish organisation founder, cancer,,
1616,2016-03-19,Pavel Chernev,46,"Bulgarian politician, member of the National Assembly (2005–2009)", heart attack,,
1617,2016-03-19,Roger Agnelli,56,"Brazilian bank and mining executive, CEO of Vale SA (2001–2011)", plane crash,,
1618,2016-03-19,John Cannon,35,Canadian rugby union player (national team), suspected heart attack,,
1619,2016-03-19,Graham Fortune,74,"New Zealand diplomat and public servant, permanent representative to the UN in Geneva (1987–1990), High Commissioner to Australia (1994–1999).",,,
1620,2016-03-19,Zygmunt Bogdziewicz,74,Polish sports shooter.,,,
1621,2016-03-19,David Green,76,"Welsh cricketer (Lancashire, Gloucestershire)",,,
1622,2016-03-19,Jerry Taylor,78,"American politician, member of the Arkansas House of Representatives (2001–2005) and Senate (2005–2012), Mayor of Pine Bluff (1992–2000), PSP.",,,
1623,2016-03-19,José Ramón Herrero Merediz,85,"Spanish politician, member of the Senate (1982–1996) and European Parliament (1986–1987)",,,
1624,2016-03-19,Bob Adelman,85,American photographer (African-American Civil Rights Movement).,,,
1625,2016-03-19,José Artetxe,85,Spanish footballer (Athletic Bilbao).,,,
1626,2016-03-19,Jack Mansell,88,British football player and coach.,,,
1627,2016-03-19,Wong Lam,96,"Hong Kong politician, unofficial member of the Legislative Council of Hong Kong (1976–1985)",,,
1628,2016-03-19,Zeinab Elobeid Yousif, 63–64,Sudanese aircraft engineer.,,,
1629,2016-03-20,Parveen Sultana Diti,50,Bangladeshi actress, cancer,,
1630,2016-03-20,Sándor Csjef,65,"Hungarian boxer, European champion (1973)", hit by train,,
1631,2016-03-20,Jacob Otanka Obetsebi-Lamptey,70,"Ghanaian politician, member of the Kufuor government (2001–2007)", leukemia,,
1632,2016-03-20,Robert J. Healey,58,"American politician, political activist and attorney", suspected heart attack,,
1633,2016-03-20,Sveinung Valle,57,Norwegian politician.,,,
1634,2016-03-20,Paddy Philpott,79,Irish hurler (Cork).,,,
1635,2016-03-20,Stanley South,88,American archaeologist.,,,
1636,2016-03-20,Odo Fusi Pecci,95,Italian Roman Catholic prelate,,,
1637,2016-03-20,Matt Suderman,33,"Canadian ice hockey player (Saskatoon Blades, Arizona Sundogs, Hull Stingrays).",,,
1638,2016-03-20,Gayle Hopkins,74,American Olympic long jumper (1964).,,,
1639,2016-03-20,Jack Boxley,84,"English footballer (Bristol City, Coventry City)",,,
1640,2016-03-20,Cedric Ritchie,88,"Canadian banker, CEO of Scotiabank",,,
1641,2016-03-20,Don Filleul,90,"Jersey politician, member of the States for Saint Helier No 1 (1978–1987), chairman of Jersey Heritage.",,,
1642,2016-03-20,Anker Jørgensen,93,"Danish politician, Prime Minister (1972–1973, 1975–1982).",,,
1643,2016-03-21,Jean Cornelis,74,Belgian footballer (R.S.C. Anderlecht), complications following a heart attack,,
1644,2016-03-21,Leroy Blunt,94,"American politician, member of the Missouri House of Representatives (1979–1986)", complications from stroke,,
1645,2016-03-21,Andrew Grove,79,"Hungarian-born American electronic executive, CEO and chairman of Intel Corporation", Parkinson's disease,,
1646,2016-03-21,Tomás de Mattos,68,Uruguayan author, stroke,,
1647,2016-03-21,Joseph Mercieca,87,"Maltese Roman Catholic prelate, Archbishop of Malta (1976–2006)",,,
1648,2016-03-21,Alphonse Liguori Chaupa,56,Papua New Guinean Catholic prelate,,,
1649,2016-03-21,Ricardo Larraín,58,Chilean film director (The Frontier).,,,
1650,2016-03-21,Paolo Maria Napolitano,71,"Italian judge, member of the Constitutional Court (2006–2015)",,,
1651,2016-03-21,Carolyn Squires,75,"American politician, member of the Montana Senate (2002–2010) and House of Representatives (2010–2014)",,,
1652,2016-03-21,Leon Charney,77,American real estate tycoon and talk show host.,,,
1653,2016-03-21,Peter Brown,80,"American actor (Lawman, Laredo, Foxy Brown).",,,
1654,2016-03-21,Robert McNeill Alexander,81,British zoologist.,,,
1655,2016-03-21,Film News Anandan,88,Indian film historian.,,,
1656,2016-03-22,Joseph Toppo,72,"Indian politician, MP for Tezpur (2009–2014), Assam MLA for Sonitpur (1996–2009)", complications from a stroke,,
1657,2016-03-22,Phife Dawg,45,American rap musician (A Tribe Called Quest), complications from diabetes,,
1658,2016-03-22,Adam Kelly Ward,33,American criminal, execution by lethal injection,,
1659,2016-03-22,André Adam,79,"Belgian diplomat, Ambassador to Algeria (1986–1990), Zaire (1990–1991), United States (1994–1998), Permanent Representative to the United Nations (1998–2001)", injuries sustained in Brussels Airport bombings,,
1660,2016-03-22,Rob Ford,46,"Canadian politician, Mayor of Toronto (2010–2014)", liposarcoma,,
1661,2016-03-22,David Smyrl,80,"American actor (Sesame Street, The Preacher's Wife, The Cosby Show)", lung cancer,,
1662,2016-03-22,Rita Gam,88,"American actress (The Thief, Klute, No Exit) and filmmaker", respiratory failure,,
1663,2016-03-22,Khalid El Bakraoui,27,Belgian terrorist (2016 Brussels bombings).,bomb,,
1664,2016-03-22,Ibrahim El Bakraoui,29,Belgian terrorist (2016 Brussels bombings).,bomb,,
1665,2016-03-22,Najim Laachraoui,24,Moroccan-born Belgian terrorist (2016 Brussels bombings).,bomb,,
1666,2016-03-22,Santiago J. Erevia,69,"American soldier, Medal of Honor recipient",,,
1667,2016-03-22,Petra Davies,85,British actress.,,,
1668,2016-03-22,James M. Robinson,91,American biblical scholar.,,,
1669,2016-03-22,André Brincourt,95,French author.,,,
1670,2016-03-22,Konstantin Ozgan,76,Georgian Abkhaz politician.,,,
1671,2016-03-22,Magsud Ibrahimbeyov,80,"Azerbaijani writer and politician, member of the National Assembly",,,
1672,2016-03-22,Richard Bradford,81,"American actor (Man in a Suitcase, The Untouchables, Cagney & Lacey)., The Untouchables, Cagney & Lacey).",,,
1673,2016-03-22,Norm Johnson,83,"Canadian ice hockey player (Boston Bruins, Chicago Blackhawks)",,,
1674,2016-03-22,Cecil Hechanova,84,Filipino sports administrator (Philippine Sports Commission).,,,
1675,2016-03-22,Song Wencong,85,Chinese aircraft designer (Chengdu J-10) and academic (Chinese Academy of Engineering).,,,
1676,2016-03-22,Javier de Nicoló,87,Italian-born Colombian priest.,,,
1677,2016-03-22,Harold J. Morowitz,88,American biophysicist.,,,
1678,2016-03-22,Aarne Honkavaara,91,Finnish ice hockey player and coach (national team).,,,
1679,2016-03-22,Glen Dawson,103,American rock climber and mountaineer.,,,
1680,2016-03-23,Jimmy Riley,68,Jamaican reggae musician, cancer,,
1681,2016-03-23,J. Russell Nelson,86,"American educator, President of Arizona State University (1981–1989)", complications from Alzheimer's disease,,
1682,2016-03-23,John McKibbin,69,"American politician, member of the Washington House of Representatives (1974–1978)", plane crash,,
1683,2016-03-23,Ruth Inge Hardison,102,"American sculptor, artist and photographer",,,
1684,2016-03-23,Jim Hillyer,41,"Canadian politician, MP for Medicine Hat—Cardston—Warner (since 2011)",,,
1685,2016-03-23,Gloria Galeano Garcés,57,Colombian plant systematist.,,,
1686,2016-03-23,Rangy Nanan,62,"Trinidadian cricket player (West Indies, national team)",,,
1687,2016-03-23,Emanuele Nicosia,63,Italian automobile designer.,,,
1688,2016-03-23,Gegham Grigoryan,65,Armenian opera singer.,,,
1689,2016-03-23,Ken Howard,71,"American actor (1776, The White Shadow, J. Edgar), President of SAG/SAG-AFTRA (2009–2016), Emmy winner (1981, 2009).",,,
1690,2016-03-23,Sir Richard George,71,British food manufacturer (Weetabix Limited).,,,
1691,2016-03-23,David Blackburn,76,British artist.,,,
1692,2016-03-23,Tom Whedon,83,"American television writer (The Golden Girls, The Electric Company, Alice).",,,
1693,2016-03-23,Sir Peter Moores,83,"British businessman, Littlewoods chairman (1977–1980)",,,
1694,2016-03-23,Fernando Solana,85,"Mexican diplomat and politician, member of the Senate for Mexico City (1994–2000), Secretary of Foreign Affairs (1988–1993), negotiated NAFTA.",,,
1695,2016-03-23,Jim Roselle,89,American radio broadcaster (WJTN).,,,
1696,2016-03-23,Joe Garagiola Sr.,90,"American baseball player (Cardinals, Cubs, Pirates) and Hall of Fame sportscaster (MLB GOTW), World Series champion (1946).",,,
1697,2016-03-23,Aharon Megged,95,Polish-born Israeli author.,,,
1698,2016-03-23,Arie Smit,99,Dutch-born Indonesian painter.,,,
1699,2016-03-24,Kevin Turner,46,"American football player (New England Patriots, Philadelphia Eagles)", amyotrophic lateral sclerosis,,
1700,2016-03-24,Maggie Blye,73,American actress (The Italian Job), cancer,,
1701,2016-03-24,"Earl Hamner, Jr",92,"American television writer and producer (Falcon Crest, The Waltons, The Twilight Zone)", cancer,,
1702,2016-03-24,Garry Shandling,66,"American comedian, actor and writer (The Larry Sanders Show, Iron Man 2, Over the Hedge)", heart attack,,
1703,2016-03-24,Johan Cruyff,68,"Dutch football player and manager (AFC Ajax, FC Barcelona, Feyenoord, national team)", lung cancer,,
1704,2016-03-24,Roger Cicero,45,German jazz and pop musician, stroke,,
1705,2016-03-24,Proloy Saha,47,"Indian footballer (East Bengal, national team)", traffic collision,,
1706,2016-03-24,V. D. Rajappan,70,Indian actor.,,,
1707,2016-03-24,"Edgar G. ""Sonny"" Mouton Jr.",86,American politician.,,,
1708,2016-03-24,Leonard L. Northrup Jr.,98,American engineer.,,,
1709,2016-03-24,Timothée Modibo-Nzockena,66,Congolese-born Gabonese Roman Catholic prelate,,,
1710,2016-03-24,Julius Adams,67,American football player (New England Patriots).,,,
1711,2016-03-24,Brendan Sloan,67,Northern Irish Gaelic football player (Down).,,,
1712,2016-03-24,Mae-Wan Ho,74,Hong Kong geneticist.,,,
1713,2016-03-24,Tibor R. Machan,77,Hungarian-American philosopher.,,,
1714,2016-03-24,Tạ Chí Đại Trường,77,Vietnamese historian.,,,
1715,2016-03-24,Nicholas Scoppetta,84,"American civil servant, New York City Fire Commissioner (2002–2009)",,,
1716,2016-03-24,Marie-Claire Kirkland,91,"Canadian politician and judge, first woman elected to the Legislative Assembly of Quebec",,,
1717,2016-03-24,Esther Herlitz,94,"Israeli diplomat and politician, Ambassador to Denmark (1966–1971), country's first female ambassador.",,,
1718,2016-03-25,Abu Ali al-Anbari, 57–59,"Iraqi militant, commander of ISIL", bombing,,
1719,2016-03-25,Terry Brain,60,British animator (The Trap Door), cancer,,
1720,2016-03-25,Ross Jennings,71,"New Zealand television producer (Police Ten 7, Melody Rules)", cancer,,
1721,2016-03-25,Jishnu,36,Indian film actor, throat and lung cancer,,
1722,2016-03-25,David H. Porter,80,American academic.,,,
1723,2016-03-25,John Morphett,83,Australian architect.,,,
1724,2016-03-25,Ken Barr,83,Scottish artist.,,,
1725,2016-03-25,Josef Anton Riedl,86,German composer.,,,
1726,2016-03-25,Shannon Bolin,99,American actress and singer.,,,
1727,2016-03-25,Lalmuni Chaubey,73,"Indian politician, MP (1996–2009)",,,
1728,2016-03-25,Tofig Ismayilov,76,"Azerbaijani film director, screenwriter and film scholar",,,
1729,2016-03-25,Lester Thurow,78,American political economist.,,,
1730,2016-03-25,Imre Pozsgay,82,"Hungarian politician, MP (1983–1994)",,,
1731,2016-03-25,Kazuko Hirabayashi,82,Japanese choreographer.,,,
1732,2016-03-25,Paolo Poli,86,Italian theater actor.,,,
1733,2016-03-25,Adam Żurowski,86,Polish geodesist.,,,
1734,2016-03-25,Clodomir Santos de Morais,87,Brazilian sociologist.,,,
1735,2016-03-25,Angela Goodwin,90,"Italian actress (My Friends, Julia and Julia, Come Have Coffee with Us).",,,
1736,2016-03-25,"Ameli, Duchess of Oldenburg",93,German royalty.,,,
1737,2016-03-25,David Snellgrove,95,British Tibetologist.,,,
1738,2016-03-25,Ellen Seligman,,American-born Canadian publisher.,,,
1739,2016-03-26,Andreas Peter Cornelius Sol,100,Dutch-born Indonesian Roman Catholic prelate," Dutch-born Indonesian Roman Catholic prelate, Bishop of Amboina (1965–1994)",,
1740,2016-03-26,Marinko Madžgalj,37,"Serbian actor, singer and television presenter",pancreatic cancer,,
1741,2016-03-26,Francisco García Moreno,68,"Mexican Olympic water polo player (1968, 1972, 1976) 1975 Pan American Games champion",shot,,
1742,2016-03-26,Jennifer Frey,47,American sportswriter.,,,
1743,2016-03-26,David Baker,84,American jazz musician.,,,
1744,2016-03-26,Joe Shepley,85,American jazz trumpeter.,,,
1745,2016-03-26,Donald Stoltenberg,88,American painter.,,,
1746,2016-03-26,Igor Pashkevich,44,"Soviet-born Russian Olympic figure skater (1994, 1998), 1990 World Juniors champion.",,,
1747,2016-03-26,Lucas Gomes Arcanjo,44,Brazilian police officer and political activist.,,,
1748,2016-03-26,Norm Hadley,51,Canadian rugby union player (London Wasps).,,,
1749,2016-03-26,Yoshimi Katayama,75,Japanese racing driver.,,,
1750,2016-03-26,Radu Mareș,75,Romanian prose writer and journalist.,,,
1751,2016-03-26,Jim Harrison,78,"American author and screenwriter (Legends of the Fall, Wolf)",,,
1752,2016-03-26,Alfredo Sabbadin,80,Italian cyclist.,,,
1753,2016-03-26,Michel Duc-Goninaz,82,French Esperantist.,,,
1754,2016-03-26,Raymond Menmuir,85,Australian television director.,,,
1755,2016-03-26,Raúl Cárdenas,86,"Mexican football player (Zacatepec) and coach (Cruz Azul, national team)",,,
1756,2016-03-26,Paddy O'Brien,91,Irish Gaelic football player (Meath).,,,
1757,2016-03-26,Bernard Neal,93,British structural engineer and croquet player.,,,
1758,2016-03-27,Abel Dhaira,28,Ugandan footballer (national team), abdominal cancer,,
1759,2016-03-27,Vic Peters,60,Canadian curler 1992 Labatt Brier champion, cancer,,
1760,2016-03-27,Frank Torley,75,"New Zealand television presenter and producer (Country Calendar, Top Town)", cancer,,
1761,2016-03-27,Silvio Fogel,66,Argentine footballer (Puebla), heart attack,,
1762,2016-03-27,Antoine Demoitié,25,Belgian cyclist, race collision,,
1763,2016-03-27,Aduke Alakija,95,"Nigerian diplomat, ambassador to Sweden (1984–1987)",,,
1764,2016-03-27,Curtis Hertel,63,"American politician, member (1981–1998) and Speaker (1997–1998) of the Michigan House of Representatives",,,
1765,2016-03-27,Toni Grant,73,American radio host and psychologist.,,,
1766,2016-03-27,Eric Engberg,74,American news correspondent.,,,
